date,ecb_sentiment,sentiment_dispersion
2008-01-01,0.1,0.0
2008-02-01,0.04284204608967022,0.10895721543923978
2008-03-01,0.07681513420636987,0.24113134314946702
2008-04-01,0.002054450272631722,0.16169040173548488
2008-05-01,0.023829971942994806,0.16156068564636936
2008-06-01,0.02595068361746966,0.24019238925272446
2008-07-01,0.09674781456740646,0.13693189176813658
2008-08-01,0.06969274070133266,0.17849211509367327
2008-09-01,-0.38272753456974934,0.24355236982064252
2008-10-01,-0.3264775506500959,0.35152205356396105
2008-11-01,-0.32171148066512667,0.3296439594063909
2008-12-01,-0.3750721949009199,0.2076317679119718
2009-01-01,-0.3840651772832983,0.3188447146155028
2009-02-01,-0.40415947826162846,0.28907535055658484
2009-03-01,-0.38144752644611424,0.2895328668503391
2009-04-01,-0.3579586613656413,0.3509577403860545
2009-05-01,-0.40944733823125584,0.38103740613838494
2009-06-01,-0.4949658807476362,0.36175797220660383
2009-07-01,-0.19219378540952428,0.134157389501746
2009-08-01,-0.1031839079741837,0.15863049704824755
2009-09-01,-0.09418339159108595,0.15086874823762766
2009-10-01,-0.014695890266865033,0.18096339567871556
2009-11-01,-0.01946108245797605,0.13117242086868106
2009-12-01,0.04348498590226275,0.1698108767806951
2010-01-01,0.07612292346816968,0.07244268634191847
2010-02-01,0.15989255547230402,0.15838929851254563
2010-03-01,0.21451184735968104,0.2332238584177072
2010-04-01,0.2023482924520093,0.16834871567196197
2010-05-01,0.24560167441832648,0.187069246921735
2010-06-01,0.25404996622123865,0.16480210158108619
2010-07-01,0.22429268489656135,0.15057264883859714
2010-08-01,0.22151996578580616,0.21721851070230302
2010-09-01,0.24659242717475466,0.10663531717424082
2010-10-01,0.23749246490750078,0.12277236522470684
2010-11-01,0.20347453342472685,0.06817032865911923
2010-12-01,0.2228827872161852,0.1507162900358347
2011-01-01,0.25221635644996565,0.15648161121102755
2011-02-01,0.2256724599129275,0.2552667380333823
2011-03-01,0.13178668939608662,0.08545554635339812
2011-04-01,0.17045773572325768,0.17976214402959625
2011-05-01,0.08405857420049652,0.0755528215608314
2011-06-01,-0.2526767147822697,0.30954584052798717
2011-07-01,-0.2433651802507492,0.306714035056175
2011-08-01,-0.25044465489209655,0.28613542771280126
2011-09-01,-0.3341509785179969,0.21338845575048832
2011-10-01,-0.42182556951595107,0.28896369787261666
2011-11-01,-0.39294589056326956,0.15076058749375276
2011-12-01,-0.44049362468111114,0.23258930736216052
2012-01-01,-0.3826221490847032,0.31697178043128194
2012-02-01,-0.34725457945987015,0.2730295912203168
2012-03-01,-0.3840309613998095,0.2665607189788284
2012-04-01,-0.36478727868397254,0.21545028543608336
2012-05-01,-0.4028776161315556,0.22411480376545745
2012-06-01,-0.39514154464935497,0.3018354615555975
2012-07-01,-0.061205559358916375,0.10478218447908061
2012-08-01,-0.04621561549780209,0.18171591277313343
2012-09-01,-0.10012136831877984,0.11250422437834684
2012-10-01,0.054851257284114247,0.16470276557460076
2012-11-01,0.06556053902485066,0.10703624377146556
2012-12-01,0.0008126449698787064,0.17869364319245074
2013-01-01,-0.09470914534252502,0.11236017087083544
2013-02-01,-0.07192800595371715,0.11623349213657622
