date,cti
2008-01-01,85.77219977603409
2008-02-01,83.22567986325387
2008-03-01,85.75296725853283
2008-04-01,86.19380975232924
2008-05-01,91.2426201838725
2008-06-01,88.24680540462259
2008-07-01,91.73428738389774
2008-08-01,96.95076693263789
2008-09-01,95.30731826162712
2008-10-01,90.71093756194539
2008-11-01,91.40531428221703
2008-12-01,94.12958953581933
2009-01-01,87.97827120719582
2009-02-01,90.52086335000415
2009-03-01,94.61347441688935
2009-04-01,92.69858949125569
2009-05-01,98.72908411937652
2009-06-01,90.84370853386662
2009-07-01,89.26646557725832
2009-08-01,89.38935657179823
2009-09-01,91.70665080983407
2009-10-01,90.75614919237572
2009-11-01,97.48494553549362
2009-12-01,89.14656875275419
2010-01-01,90.06592352597772
2010-02-01,92.13606769829578
2010-03-01,88.77596727348721
2010-04-01,90.43106890518233
2010-05-01,89.67281337034967
2010-06-01,90.79344359819902
2010-07-01,83.93082614977052
2010-08-01,90.53699278152784
2010-09-01,87.74968438205687
2010-10-01,88.87321108007683
2010-11-01,87.39694209428097
2010-12-01,93.87752618502593
2011-01-01,83.19904639381987
2011-02-01,94.07077930517782
2011-03-01,88.45554828259226
2011-04-01,95.77918348415595
2011-05-01,95.62662903611509
2011-06-01,95.83957263706064
2011-07-01,96.16007601639811
2011-08-01,101.39270307255047
2011-09-01,93.75103416819172
2011-10-01,94.74451247991854
2011-11-01,95.46960500216201
2011-12-01,101.1445175059971
2012-01-01,95.37279648367856
2012-02-01,103.161627405641
2012-03-01,100.06535337027593
2012-04-01,98.46393514935356
2012-05-01,99.09497974880878
2012-06-01,100.51442101966802
2012-07-01,98.93341860143614
2012-08-01,105.32594766282863
2012-09-01,106.63339236602152
2012-10-01,107.15009435582704
2012-11-01,102.4933612580579
2012-12-01,105.30103543296612
2013-01-01,104.30783878047257
2013-02-01,106.19896834833492
2013-03-01,105.21653299159549
2013-04-01,103.84550120457857
2013-05-01,97.6384879244079
2013-06-01,102.31082423842159
2013-07-01,102.71131391421919
2013-08-01,99.84700696661773
2013-09-01,100.67471157684164
2013-10-01,97.14753577280536
2013-11-01,99.67047667139362
2013-12-01,101.77863511765196
2014-01-01,106.2063820450505
2014-02-01,96.64147049066793
2014-03-01,99.42034877508803
2014-04-01,96.50144915584306
2014-05-01,99.08969794239292
2014-06-01,98.77100655503361
2014-07-01,102.11242723782388
2014-08-01,102.80597065261286
2014-09-01,100.73987735829822
2014-10-01,100.37141637617962
2014-11-01,104.82925193830224
2014-12-01,102.44968595585607
2015-01-01,107.1779529085659
2015-02-01,98.51351200517317
2015-03-01,109.60662260203885
2015-04-01,103.29906539892859
2015-05-01,102.81842698485553
2015-06-01,106.88931401158749
2015-07-01,104.48531874515359
2015-08-01,110.62919362158084
2015-09-01,108.45981993178856
2015-10-01,111.60135541544601
2015-11-01,108.65237580342762
2015-12-01,111.70406316902674
2016-01-01,113.38048430037406
2016-02-01,113.16500031290626
2016-03-01,119.05991403862622
2016-04-01,116.50600959662043
2016-05-01,115.72741425860347
2016-06-01,109.81668714727839
2016-07-01,116.69236557007821
2016-08-01,119.34102443622234
2016-09-01,113.54422828343624
2016-10-01,114.91266493746778
2016-11-01,106.24318212616346
2016-12-01,111.3239179983262
2017-01-01,108.48685269428948
2017-02-01,114.6785719261765
2017-03-01,113.50408829494833
2017-04-01,113.20031221600928
2017-05-01,111.75781268442171
2017-06-01,115.67872447498888
2017-07-01,108.49102595082901
2017-08-01,111.56410976267344
2017-09-01,113.21450494114922
2017-10-01,110.57987579924266
2017-11-01,110.60324217126961
2017-12-01,108.23253938758715
2018-01-01,109.61784922237345
2018-02-01,112.78223901708976
2018-03-01,104.66753940195728
2018-04-01,110.44789308021426
2018-05-01,109.46379324997547
2018-06-01,111.39753415983928
2018-07-01,117.41480138135198
2018-08-01,111.33232968075994
2018-09-01,117.801049390408
2018-10-01,117.37025224554223
2018-11-01,114.9615621498537
2018-12-01,115.99103691631875
2019-01-01,117.17463388064834
2019-02-01,115.08719716772468
2019-03-01,120.39219520820234
2019-04-01,117.6260052801128
2019-05-01,120.5134020586313
2019-06-01,114.7364260961716
2019-07-01,119.61554484530228
2019-08-01,124.64231694276359
2019-09-01,120.43738203399799
2019-10-01,125.50932563196521
2019-11-01,123.60548028809863
2019-12-01,128.63019672628695
2020-01-01,129.87345191096657
2020-02-01,126.97595825532254
2020-03-01,101.64372242655348
2020-04-01,101.9567730270014
2020-05-01,101.82222115044503
2020-06-01,105.42050908802901
2020-07-01,124.23276552565022
2020-08-01,112.51152315717603
2020-09-01,113.15093408651082
2020-10-01,119.98960003474389
2020-11-01,112.08965396681134
2020-12-01,110.98133376937854
2021-01-01,131.00219839821875
2021-02-01,123.38330875448705
2021-03-01,123.01092547910328
2021-04-01,121.80897960196066
2021-05-01,124.68581285044642
2021-06-01,119.19371722226336
2021-07-01,127.62413117494218
2021-08-01,124.33546371483244
2021-09-01,121.77306962500415
2021-10-01,120.21014132909862
2021-11-01,122.21765098514544
2021-12-01,125.14764962603648
2022-01-01,130.08869732876104
2022-02-01,127.08167716189399
2022-03-01,126.0101253286697
2022-04-01,123.61040359356801
2022-05-01,127.77734464199395
2022-06-01,123.72104584674949
2022-07-01,126.50981479875216
2022-08-01,129.8436876394986
2022-09-01,129.0217645264996
2022-10-01,126.11744444499571
2022-11-01,124.45055421760087
2022-12-01,131.50448982895765
